b_intervals,utilities,weights
"(1185693, 1185694)",-144.0,1.522997974471263e-08
"(1185694, 1185695)",-143.0,1.7257827987960214e-08
"(1185695, 1185696)",-142.0,1.9555681087850496e-08
"(1185696, 1185697)",-141.0,2.215948977336598e-08
"(1185697, 1185698)",-140.0,2.5109991557439816e-08
"(1185698, 1185699)",-139.0,2.8453348089834e-08
"(1185699, 1185700)",-138.0,3.224186737256733e-08
"(1185700, 1185701)",-137.0,3.653482213721045e-08
"(1185701, 1185702)",-136.0,4.139937718785167e-08
"(1185702, 1210503)",-135.0,4.691164021834417e-08
"(1230892, 1230893)",-134.0,5.3157852544244216e-08
"(1230893, 1230894)",-133.0,6.023573837886479e-08
"(1230894, 1230895)",-132.0,6.82560337633487e-08
"(1230895, 1230896)",-131.0,7.734421907141565e-08
"(1230896, 1230897)",-130.0,8.764248219443637e-08
"(1230897, 1230898)",-129.0,9.931194312156244e-08
"(1230898, 1230899)",-128.0,1.1253517471925912e-07
"(1230899, 1230900)",-127.0,1.2751905914873347e-07
"(1230900, 1230901)",-126.0,1.4449802461092448e-07
"(1230901, 1230902)",-125.0,1.6373771305908126e-07
"(1230902, 1230903)",-124.0,1.855391362615978e-07
"(1230903, 1230904)",-123.0,2.1024338523818466e-07
"(1230904, 1230905)",-122.0,2.3823696675018182e-07
"(1230905, 1230906)",-121.0,2.6995785033630146e-07
"(1230906, 1230907)",-120.0,3.059023205018258e-07
"(1230907, 1230908)",-119.0,3.4663274126619643e-07
"(1230908, 1230909)",-118.0,3.927863545481039e-07
"(1230909, 1230910)",-117.0,4.450852500419419e-07
"(1230910, 1230911)",-116.0,5.04347662567888e-07
"(1230911, 1230912)",-115.0,5.715007736466721e-07
"(1230912, 1230913)",-114.0,6.475952175842209e-07
"(1230913, 1230914)",-113.0,7.338215190190348e-07
"(1230914, 1230915)",-112.0,8.315287191035679e-07
"(1230915, 1230916)",-111.0,9.422454817328476e-07
"(1230916, 1230917)",-110.0,1.0677040100347827e-06
"(1230917, 1230918)",-109.0,1.2098671473041613e-06
"(1230918, 1255714)",-108.0,1.3709590863840845e-06
"(1276103, 1276104)",-107.0,1.5535001679540347e-06
"(1276104, 1276105)",-106.0,1.7603463121561693e-06
"(1276105, 1276106)",-105.0,1.9947337004816555e-06
"(1276106, 1276107)",-104.0,2.2603294069810542e-06
"(1276107, 1276108)",-103.0,2.5612887709420384e-06
"(1276108, 1276109)",-102.0,2.902320408650404e-06
"(1276109, 1276110)",-101.0,3.2887598813664843e-06
"(1276110, 1276111)",-100.0,3.7266531720786714e-06
"(1276111, 1276112)",-99.0,4.222851277057527e-06
"(1276112, 1276113)",-98.0,4.785117392129009e-06
"(1276113, 1276114)",-97.0,5.4222483706341535e-06
"(1276114, 1276115)",-96.0,6.14421235332821e-06
"(1276115, 1276116)",-95.0,6.962304723487946e-06
"(1276116, 1276117)",-94.0,7.889324827200223e-06
"(1276117, 1276118)",-93.0,8.939776223683639e-06
"(1276118, 1276119)",-92.0,1.013009359863071e-05
"(1276119, 1276120)",-91.0,1.147889989071055e-05
"(1276120, 1276121)",-90.0,1.300729765406762e-05
"(1276121, 1276122)",-89.0,1.4739199215286485e-05
"(1276122, 1276123)",-88.0,1.670170079024566e-05
"(1276123, 1276124)",-87.0,1.892550641405186e-05
"(1276124, 1300925)",-86.0,2.1445408316589164e-05
"(1321314, 1321315)",-85.0,2.430083125932946e-05
"(1321315, 1321316)",-84.0,2.7536449349747158e-05
"(1321316, 1321317)",-83.0,3.120288498361901e-05
"(1321317, 1321318)",-82.0,3.535750085040998e-05
"(1321318, 1321319)",-81.0,4.006529739295107e-05
"(1321319, 1321320)",-80.0,4.5399929762484854e-05
"(1321320, 1321321)",-79.0,5.144486017970227e-05
"(1321321, 1321322)",-78.0,5.829466373086881e-05
"(1321322, 1321323)",-77.0,6.605650802868481e-05
"(1321323, 1321324)",-76.0,7.485182988770058e-05
"(1321324, 1321325)",-75.0,8.481823524646916e-05
"(1321325, 1321326)",-74.0,9.61116520613947e-05
"(1321326, 1321327)",-73.0,0.00010890876985506645
"(1321327, 1321328)",-72.0,0.00012340980408667956
"(1321328, 1321329)",-71.0,0.000139841628594101
"(1321329, 1321330)",-70.0,0.00015846132511575126
"(1321330, 1321331)",-69.0,0.000179560205425833
"(1321331, 1321332)",-68.0,0.00020346836901064417
"(1321332, 1321333)",-67.0,0.00023055986759244163
"(1321333, 1346136)",-66.0,0.00026125855730166754
"(1366525, 1366526)",-65.0,0.0002960447300568554
"(1366526, 1366527)",-64.0,0.0003354626279025118
"(1366527, 1366528)",-63.0,0.00038012895786946363
"(1366528, 1366529)",-62.0,0.00043074254057568753
"(1366529, 1366530)",-61.0,0.00048809524352341505
"(1366530, 1366531)",-60.0,0.0005530843701478336
"(1366531, 1366532)",-59.0,0.0006267266984484576
"(1366532, 1366533)",-58.0,0.0007101743888425491
"(1366533, 1366534)",-57.0,0.0008047330101246132
"(1366534, 1366535)",-56.0,0.0009118819655545162
"(1366535, 1366536)",-55.0,0.001033297638647637
"(1366536, 1366537)",-54.0,0.0011708796207911744
"(1366537, 1366538)",-53.0,0.0013267804310269915
"(1366538, 1366539)",-52.0,0.0015034391929775726
"(1366539, 1366540)",-51.0,0.001703619795802574
"(1366540, 1366541)",-50.0,0.0019304541362277093
"(1366541, 1366542)",-49.0,0.002187491118182885
"(1366542, 1366543)",-48.0,0.0024787521766663585
"(1366543, 1366544)",-47.0,0.0028087941945255128
"(1366544, 1366545)",-46.0,0.003182780796509667
"(1366545, 1391347)",-45.0,0.0036065631360157305
"(1411736, 1411737)",-44.0,0.004086771438464067
"(1411737, 1411738)",-43.0,0.004630918733533246
"(1411738, 1411739)",-42.0,0.005247518399181385
"(1411739, 1411740)",-41.0,0.005946217356472094
"(1411740, 1411741)",-40.0,0.006737946999085467
"(1411741, 1411742)",-39.0,0.0076350942188599625
"(1411742, 1411743)",-38.0,0.008651695203120634
"(1411743, 1411744)",-37.0,0.009803655035821828
"(1411744, 1411745)",-36.0,0.011108996538242308
"(1411745, 1411746)",-35.0,0.012588142242433998
"(1411746, 1411747)",-34.0,0.014264233908999256
"(1411747, 1411748)",-33.0,0.016163494588165874
"(1411748, 1411749)",-32.0,0.01831563888873418
"(1411749, 1411750)",-31.0,0.020754337873699742
"(1411750, 1411751)",-30.0,0.02351774585600911
"(1411751, 1411752)",-29.0,0.026649097336355485
"(1411752, 1411753)",-28.0,0.0301973834223185
"(1411753, 1411754)",-27.0,0.03421811831166604
"(1411754, 1411755)",-26.0,0.03877420783172201
"(1411755, 1411756)",-25.0,0.04393693362340741
"(1411756, 1411757)",-24.0,0.04978706836786394
"(1411757, 1436558)",-23.0,0.05641613950377735
"(1456947, 1456948)",-22.0,0.06392786120670757
"(1456948, 1456949)",-21.0,0.07243975703425146
"(1456949, 1456950)",-20.0,0.0820849986238988
"(1456950, 1456951)",-19.0,0.09301448921066349
"(1456951, 1456952)",-18.0,0.10539922456186433
"(1456952, 1456953)",-17.0,0.11943296826671962
"(1456953, 1456954)",-16.0,0.13533528323661267
"(1456954, 1456955)",-15.0,0.15335496684492847
"(1456955, 1456956)",-14.0,0.1737739434504451
"(1456956, 1456957)",-13.0,0.19691167520419406
"(1456957, 1456958)",-12.0,0.22313016014842982
"(1456958, 1456959)",-11.0,0.25283959580474646
"(1456959, 1456960)",-10.0,0.2865047968601901
"(1456960, 1456961)",-9.0,0.32465246735834974
"(1456961, 1456962)",-8.0,0.3678794411714424
"(1456962, 1456963)",-7.0,0.4168620196785084
"(1456963, 1456964)",-6.0,0.4723665527410147
"(1456964, 1456965)",-5.0,0.5352614285189902
"(1456965, 1456966)",-4.0,0.6065306597126334
"(1456966, 1456967)",-3.0,0.6872892787909721
"(1456967, 1456968)",-2.0,0.7788007830714049
"(1456968, 1456969)",-1.0,0.8824969025845953
"(1456969, 1456970)",0.0,1.0
"(1456970, 1481769)",-0.9051950537781863,0.8930172496969451
"(1502158, 1502159)",-1.9051950537781863,0.7880849568121682
"(1502159, 1502160)",-2.9051950537781863,0.695482533360253
"(1502160, 1502161)",-3.9051950537781863,0.6137611814921109
"(1502161, 1502162)",-4.905195053778186,0.5416423415934495
"(1502162, 1502163)",-5.905195053778186,0.47799768876488663
"(1502163, 1502164)",-6.905195053778186,0.4218314797776079
"(1502164, 1502165)",-7.905195053778186,0.37226497431641536
"(1502165, 1502166)",-8.905195053778186,0.3285226867749705
"(1502166, 1502167)",-9.905195053778186,0.2899202535076807
"(1502167, 1502168)",-10.905195053778186,0.2558537257170689
"(1502168, 1502169)",-11.905195053778186,0.22579012046004193
"(1502169, 1502170)",-12.905195053778186,0.19925908194018968
"(1502170, 1502171)",-13.905195053778186,0.1758455226240675
"(1502171, 1502172)",-14.905195053778186,0.15518312904910897
"(1502172, 1502173)",-15.905195053778186,0.13694863071922422
"(1502173, 1502174)",-16.905195053778186,0.12085674242291694
"(1502174, 1502175)",-17.905195053778186,0.10665570084468846
"(1502175, 1502176)",-18.905195053778186,0.09412332563842679
"(1502176, 1502177)",-19.905195053778186,0.08306354333687288
"(1502177, 1502178)",-20.905195053778186,0.07330331971249161
"(1502178, 1502179)",-21.905195053778186,0.06468995259544216
"(1502179, 1526980)",-22.905195053778186,0.057088682793822024
"(1547369, 1547370)",-23.905195053778186,0.050380585738182423
"(1547370, 1547371)",-24.905195053778186,0.04446071086434363
"(1547371, 1547372)",-25.905195053778186,0.03923643962449252
"(1547372, 1547373)",-26.905195053778186,0.034626036437062135
"(1547373, 1547374)",-27.905195053778186,0.030557369904488676
"(1547374, 1547375)",-28.905195053778186,0.026966784291842988
"(1547375, 1547376)",-29.905195053778186,0.02379810361021836
"(1547376, 1547377)",-30.905195053778186,0.02100175272340498
"(1547377, 1547378)",-31.905195053778186,0.018533981727252485
"(1547378, 1547379)",-32.905195053778186,0.01635618146685981
"(1547379, 1547380)",-33.905195053778186,0.014434279482615345
"(1547380, 1547381)",-34.905195053778186,0.012738206934448418
"(1547381, 1547382)",-35.905195053778186,0.011241428164132344
"(1547382, 1547383)",-36.905195053778186,0.009920525535474027
"(1547383, 1547384)",-37.905195053778186,0.008754833057067214
"(1547384, 1547385)",-38.905195053778186,0.007726113055507041
"(1547385, 1547386)",-39.905195053778186,0.006818270840503368
"(1547386, 1547387)",-40.905195053778186,0.006017102897727089
"(1547387, 1547388)",-41.905195053778186,0.005310074669776949
"(1547388, 1547389)",-42.905195053778186,0.004686124448571075
"(1547389, 1547390)",-43.905195053778186,0.004135490310989919
"(1547390, 1547391)",-44.905195053778186,0.003649557390117209
"(1547391, 1547392)",-45.905195053778186,0.003220723092583157
"(1547392, 1572191)",-46.905195053778186,0.0028422781532873153
"(1592580, 1592581)",-47.905195053778186,0.0025083016665599193
"(1592581, 1592582)",-48.905195053778186,0.0022135684514869077
"(1592582, 1592583)",-49.905195053778186,0.001953467302096175
"(1592583, 1592584)",-50.905195053778186,0.0017239288434001605
"(1592584, 1592585)",-51.905195053778186,0.0015213618645768857
"(1592585, 1592586)",-52.905195053778186,0.0013425971331994264
"(1592586, 1592587)",-53.905195053778186,0.0011848378114674512
"(1592587, 1592588)",-54.905195053778186,0.0010456156986851364
"(1592588, 1592589)",-55.905195053778186,0.0009227526153834605
"(1592589, 1592590)",-56.905195053778186,0.0008143263249277385
"(1592590, 1592591)",-57.905195053778186,0.000718640459441826
"(1592591, 1592592)",-58.905195053778186,0.000634197979529382
"(1592592, 1592593)",-59.905195053778186,0.0005596777525600882
"(1592593, 1592594)",-60.905195053778186,0.0004939138830797855
"(1592594, 1592595)",-61.905195053778186,0.0004358774719614407
"(1592595, 1592596)",-62.905195053778186,0.00038466051891237525
"(1592596, 1592597)",-63.905195053778186,0.0003394617164867543
"(1592597, 1592598)",-64.90519505377819,0.00029957391334561076
"(1592598, 1592599)",-65.90519505377819,0.0002643730506226475
"(1592599, 1592600)",-66.90519505377819,0.00023330839830132687
"(1592600, 1592601)",-67.90519505377819,0.00020589393884789403
"(1592601, 1592602)",-68.90519505377819,0.0001817007632942086
"(1592602, 1617402)",-69.90519505377819,0.00016035036080439582
"(1637791, 1637792)",-70.90519505377819,0.00014150869673820163
"(1637792, 1637793)",-71.90519505377819,0.00012488098656024578
"(1637793, 1637794)",-72.90519505377819,0.00011020708383112537
"(1637794, 1637795)",-73.90519505377819,9.725741012384899e-05
"(1637795, 1637796)",-74.90519505377819,8.582936318769641e-05
"(1637796, 1637797)",-75.90519505377819,7.574414716395038e-05
"(1637797, 1637798)",-76.90519505377819,6.684397526109798e-05
"(1637798, 1637799)",-77.90519505377819,5.8989601124360284e-05
"(1637799, 1637800)",-78.90519505377819,5.2058140276948716e-05
"(1637800, 1637801)",-79.90519505377819,4.594114754872161e-05
"(1637801, 1662613)",-80.90519505377819,4.05429204129287e-05
"(1683002, 1683003)",-81.90519505377819,3.577900168614334e-05
"(1683003, 1683004)",-82.90519505377819,3.1574858165590516e-05
"(1683004, 1683005)",-83.90519505377819,2.7864714530681553e-05
"(1683005, 1683006)",-84.90519505377819,2.4590524264730437e-05
"(1683006, 1683007)",-85.90519505377819,2.1701061496555946e-05
"(1683007, 1683008)",-86.90519505377819,1.9151119553508447e-05
"(1683008, 1683009)",-87.90519505377819,1.6900803686998483e-05
"(1683009, 1683010)",-88.90519505377819,1.4914906904966474e-05
"(1683010, 1683011)",-89.90519505377819,1.3162359145970507e-05
"(1683011, 1683012)",-90.90519505377819,1.1615741177024992e-05
"(1683012, 1683013)",-91.90519505377819,1.0250855609948899e-05
"(1683013, 1683014)",-92.90519505377819,9.046348324621826e-06
"(1683014, 1683015)",-93.90519505377819,7.983374376180104e-06
"(1683015, 1683016)",-94.90519505377819,7.04530315915217e-06
"(1683016, 1683017)",-95.90519505377819,6.217458215721254e-06
"(1683017, 1683018)",-96.90519505377819,5.486887617323153e-06
"(1683018, 1683019)",-97.90519505377819,4.842161327117452e-06
"(1683019, 1683020)",-98.90519505377819,4.273192372996066e-06
"(1683020, 1683021)",-99.90519505377819,3.7710790333171455e-06
"(1683021, 1683022)",-100.90519505377819,3.3279655663040907e-06
"(1683022, 1683023)",-101.90519505377819,2.936919304171549e-06
"(1683023, 1683024)",-102.90519505377819,2.591822189072297e-06
"(1683024, 1707824)",-103.90519505377819,2.287275053906328e-06
"(1728213, 1728214)",-104.90519505377819,2.0185131504313476e-06
"(1728214, 1728215)",-105.90519505377819,1.781331603081938e-06
"(1728215, 1728216)",-106.90519505377819,1.5720196221958622e-06
"(1728216, 1728217)",-107.90519505377819,1.3873024473900544e-06
"(1728217, 1728218)",-108.90519505377819,1.2242901127697516e-06
"(1728218, 1728219)",-109.90519505377819,1.0804322323842509e-06
"(1728219, 1728220)",-110.90519505377819,9.534780985316611e-07
"(1728220, 1728221)",-111.90519505377819,8.414414686364405e-07
"(1728221, 1728222)",-112.90519505377819,7.425694897778917e-07
"(1728222, 1728223)",-113.90519505377819,6.553152746828128e-07
"(1728223, 1728224)",-114.90519505377819,5.783137001239556e-07
"(1728224, 1728225)",-115.90519505377819,5.103600490816274e-07
"(1728225, 1728226)",-116.90519505377819,4.503911625174583e-07
"(1728226, 1728227)",-117.90519505377819,3.974688058731321e-07
"(1728227, 1728228)",-118.90519505377819,3.507649900570369e-07
"(1728228, 1728229)",-119.90519505377819,3.0954901726045146e-07
"(1728229, 1728230)",-120.90519505377819,2.7317604893045386e-07
"(1728230, 1728231)",-121.90519505377819,2.410770170414234e-07
"(1728231, 1753035)",-122.90519505377819,2.127497208233899e-07
"(1773424, 1773425)",-123.90519505377819,1.8775096965237897e-07
"(1773425, 1773426)",-124.90519505377819,1.656896491754788e-07
"(1773426, 1773427)",-125.90519505377819,1.4622060218768832e-07
"(1773427, 1773428)",-126.90519505377819,1.2903922852468924e-07
"(1773428, 1773429)",-127.90519505377819,1.1387671948494404e-07
"(1773429, 1773430)",-128.9051950537782,1.0049585222195795e-07
"(1773430, 1773431)",-129.9051950537782,8.868727830847713e-08
"(1773431, 1773432)",-130.9051950537782,7.826624840588904e-08
"(1773432, 1773433)",-131.9051950537782,6.90697217951136e-08
"(1773433, 1773434)",-132.9051950537782,6.095381554656747e-08
"(1773434, 1773435)",-133.9051950537782,5.379155342055855e-08
"(1773435, 1773436)",-134.9051950537782,4.747087927885672e-08
"(1773436, 1773437)",-135.9051950537782,4.1892903926558305e-08
"(1773437, 1773438)",-136.9051950537782,3.6970357955461745e-08
"(1773438, 1773439)",-137.9051950537782,3.262622638313874e-08
"(1773439, 1773440)",-138.9051950537782,2.8792543726143748e-08
"(1773440, 1773441)",-139.9051950537782,2.540933065585338e-08
"(1773441, 1773442)",-140.9051950537782,2.2423655600538417e-08
"(1773442, 1773443)",-141.9051950537782,1.9788806612098867e-08
"(1773443, 1773444)",-142.9051950537782,1.746356054102281e-08
"(1773444, 1773445)",-143.9051950537782,1.5411538085551192e-08
"(1773445, 1773446)",-144.9051950537782,1.3600634624563452e-08
"(1773446, 1798246)",-145.9051950537782,1.2002517929362048e-08
"(1818635, 1818636)",-146.9051950537782,1.059218489587808e-08
"(1818636, 1818637)",-147.9051950537782,9.34757036221574e-09
"(1818637, 1818638)",-148.9051950537782,8.249201891346956e-09
"(1818638, 1818639)",-149.9051950537782,7.279895117908675e-09
"(1818639, 1818640)",-150.9051950537782,6.4244848926951226e-09
"(1818640, 1818641)",-151.9051950537782,5.669588018504973e-09
"(1818641, 1818642)",-152.9051950537782,5.003393865261372e-09
"(1818642, 1818643)",-153.9051950537782,4.415479588503927e-09
"(1818643, 1818644)",-154.9051950537782,3.89664706028022e-09
"(1818644, 1818645)",-155.9051950537782,3.438778961162663e-09
"(1818645, 1818646)",-156.9051950537782,3.034711781899123e-09
"(1818646, 1818647)",-157.9051950537782,2.6781237477629544e-09
"(1818647, 1818648)",-158.9051950537782,2.363435912139055e-09
"(1818648, 1818649)",-159.9051950537782,2.0857248719199144e-09
"(1818649, 1818650)",-160.9051950537782,1.8406457391129765e-09
"(1818650, 1818651)",-161.9051950537782,1.6243641635227348e-09
"(1818651, 1818652)",-162.9051950537782,1.4334963429782308e-09
"(1818652, 1818653)",-163.9051950537782,1.2650560825446335e-09
"(1818653, 1818654)",-164.9051950537782,1.1164080744414412e-09
"(1818654, 1818655)",-165.9051950537782,9.852266677150043e-10
"(1818655, 1818656)",-166.9051950537782,8.694594826022338e-10
"(1818656, 1843457)",-167.9051950537782,7.672953003192762e-10
"(1863846, 1863847)",-168.9051950537782,6.771357258994782e-10
"(1863847, 1863848)",-169.9051950537782,5.97570180735661e-10
"(1863848, 1863849)",-170.9051950537782,5.273538335761378e-10
"(1863849, 1863850)",-171.9051950537782,4.653881246970538e-10
"(1863850, 1863851)",-172.9051950537782,4.107035785448034e-10
"(1863851, 1863852)",-173.9051950537782,3.6244463594619806e-10
"(1863852, 1863853)",-174.9051950537782,3.198562685809211e-10
"(1863853, 1863854)",-175.9051950537782,2.8227216629492936e-10
"(1863854, 1863855)",-176.9051950537782,2.4910431244111893e-10
"(1863855, 1863856)",-177.9051950537782,2.1983378414975277e-10
"(1863856, 1863857)",-178.9051950537782,1.9400263359560736e-10
"(1863857, 1863858)",-179.9051950537782,1.7120672324137769e-10
"(1863858, 1863859)",-180.9051950537782,1.5108940296217385e-10
"(1863859, 1863860)",-181.9051950537782,1.333359301274742e-10
"(1863860, 1863861)",-182.9051950537782,1.1766854534073203e-10
"(1863861, 1863862)",-183.9051950537782,1.0384212679483104e-10
"(1863862, 1863863)",-184.9051950537782,9.164035525423521e-11
"(1863863, 1863864)",-185.9051950537782,8.087232966361452e-11
"(1863864, 1863865)",-186.9051950537782,7.136958043294011e-11
"(1863865, 1863866)",-187.9051950537782,6.298343367083179e-11
"(1863866, 1863867)",-188.9051950537782,5.558268512865138e-11
"(1863867, 1863868)",-189.9051950537782,4.905154746336969e-11
"(1863868, 1863869)",-190.9051950537782,4.328783870340502e-11
"(1863869, 1863870)",-191.9051950537782,3.82013835753365e-11
"(1863870, 1863871)",-192.9051950537782,3.3712602679680495e-11
"(1863871, 1863872)",-193.9051950537782,2.975126744288317e-11
"(1863872, 1863873)",-194.9051950537782,2.6255401366310313e-11
"(1863873, 1863874)",-195.9051950537782,2.3170310381884206e-11
"(1863874, 1863875)",-196.9051950537782,2.0447727143936507e-11
"(1863875, 1863876)",-197.9051950537782,1.8045055869418923e-11
"(1863876, 1863877)",-198.9051950537782,1.592470591172817e-11
"(1863877, 1863878)",-199.9051950537782,1.4053503641670707e-11
"(1863878, 1863879)",-200.9051950537782,1.240217343423573e-11
"(1863879, 1863880)",-201.9051950537782,1.0944879641029986e-11
"(1863880, 1863881)",-202.9051950537782,9.658822382370161e-12
